Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,IsFerien,IsFeiertag,Produktname,Niederschlag
2019-03-10,5,297.23989492028,0,6,6.8875,10,21,NA,0,Kuchen,NA
2015-11-02,5,222.318691219705,0,8,9.75,5,10,0,0,Kuchen,NA
2016-05-23,4,89.2533652735873,0,7,15.5,8,21,0,0,Konditorei,NA
2015-04-12,1,39.0548694183738,0,5,12.375,16,NA,1,0,Brot,NA
2018-06-20,1,187.760363692391,1,3,23.65,13,0,0,0,Brot,NA
2017-01-28,1,119.776887506826,0,1,2.875,5,5,0,0,Brot,NA
2018-06-19,1,134.103229549554,1,3,19.2375,16,21,0,0,Brot,NA
2014-12-01,5,256.608163788753,0,7,-2,13,10,0,0,Kuchen,NA
2015-10-29,5,253.472553756336,0,2,10.5,4,10,1,0,Kuchen,NA
2016-11-16,5,193.849645107592,0,7,8.75,11,61,0,1,Kuchen,Regen
2013-07-04,2,454.859641347987,0,7,18.85,7,20,1,0,Broetchen,NA
2015-09-25,3,100.188435265973,0,4,14.875,8,61,0,0,Croissant,Regen
2013-11-29,4,83.7787352392597,0,8,5.9875,11,63,0,0,Konditorei,Regen
2015-06-25,4,76.9256449556744,1,6,17.125,8,21,0,0,Konditorei,NA
2013-07-18,2,647.822253705942,0,1,23.25,11,5,1,0,Broetchen,NA
2017-12-20,4,77.2921009482261,0,7,6.6375,6,20,0,0,Konditorei,NA
2017-12-04,2,215.359624111002,0,2,5.3375,12,NA,0,0,Broetchen,NA
2015-09-17,2,339.29368224101,0,6,18,12,61,0,0,Broetchen,Regen
2015-02-03,2,258.959088520931,0,7,-1,10,77,0,0,Broetchen,Schnee
2019-01-06,2,392.136561174222,0,7,3.65,7,61,NA,0,Broetchen,Regen
2013-08-06,3,344.104806694018,0,5,22.225,13,NA,0,0,Croissant,NA
2014-06-27,1,149.199619823898,1,4,20.1625,7,95,0,0,Brot,Gewitter
2018-04-24,2,227.77136388796,0,5,12.0875,21,61,0,0,Broetchen,Regen
2015-07-20,2,566.157537334118,0,6,18.375,12,20,1,0,Broetchen,NA
2013-09-14,2,530.825102628704,0,5,17.625,10,63,0,0,Broetchen,Regen
2018-11-24,5,274.826227478074,0,8,3.025,4,10,0,0,Kuchen,NA
2016-10-04,4,74.0120712141302,0,5,13.25,16,NA,0,0,Konditorei,NA
2014-05-17,5,423.072504158874,0,0,16.625,8,0,0,0,Kuchen,NA
2019-03-31,2,525.427746879332,0,0,7.6625,13,5,NA,0,Broetchen,NA
2013-07-09,4,75.2089975834558,0,0,23.275,8,NA,1,0,Konditorei,NA
2013-09-18,4,81.9233275996418,0,4,13.05,9,NA,0,0,Konditorei,NA
2019-02-22,5,305.834308892049,0,4,4.125,11,0,NA,0,Kuchen,NA
2014-01-19,2,519.732257703175,0,7,2.8625,19,10,0,0,Broetchen,NA
2015-09-28,1,110.384754268745,0,2,14.625,7,0,0,0,Brot,NA
2016-12-28,1,92.6053954826362,0,4,7.125,12,0,1,0,Brot,NA
2018-04-09,5,153.657833070877,0,5,15.3125,9,5,1,0,Kuchen,NA
2014-02-17,3,102.644597942537,0,0,6.6875,9,NA,0,0,Croissant,NA
2018-09-10,1,133.644968355272,0,5,19.2375,12,NA,0,0,Brot,NA
2017-05-26,5,225.010073250424,0,0,20.75,6,0,1,0,Kuchen,NA
2018-02-18,5,425.191342965134,0,5,4.375,8,0,0,0,Kuchen,NA
2013-11-09,6,51.1297514715512,0,5,7.7,16,63,0,0,Saisonbrot,Regen
2015-08-16,4,146.710288158171,0,6,21.5,10,0,1,0,Konditorei,NA
2014-09-02,3,240.285480333537,0,2,18.375,13,NA,0,0,Croissant,NA
2015-12-23,3,103.056845595438,0,6,10.375,20,61,1,0,Croissant,Regen
2013-07-04,1,168.864940979931,0,7,18.85,7,20,1,0,Brot,NA
2016-05-24,3,138.349557509955,0,8,14.25,10,21,0,0,Croissant,NA
2017-11-01,1,159.909558679611,0,NA,12.975,12,NA,0,0,Brot,NA
2015-07-24,4,36.344812080423,0,7,19.375,10,NA,1,0,Konditorei,NA
2018-09-20,1,179.593733748653,0,NA,NA,NA,NA,0,0,Brot,NA
2013-07-07,5,370.20960108863,0,0,21.375,9,NA,1,0,Kuchen,NA
2013-10-27,1,102.355195816072,0,6,14.9875,16,65,0,0,Brot,Regen
2015-08-02,2,781.185854004288,0,0,21.5,8,NA,1,0,Broetchen,NA
2019-02-11,4,129.88339335383,0,2,5.9375,16,0,NA,0,Konditorei,NA
2019-02-08,1,109.95362212503,0,7,6.5,11,61,NA,0,Brot,Regen
2014-05-11,5,361.969960059764,0,7,11.5625,12,63,0,0,Kuchen,Regen
2015-02-11,5,275.502444506022,0,8,4,5,NA,0,0,Kuchen,NA
2018-11-06,4,70.8039260281615,0,7,8.5375,5,45,0,0,Konditorei,NA
2014-01-12,1,83.4017498521773,0,2,5.525,16,21,0,0,Brot,NA
2014-10-14,5,311.629970945777,0,6,14,5,61,1,0,Kuchen,Regen
2014-08-08,2,758.990490310671,0,3,22.725,8,NA,1,0,Broetchen,NA
2016-07-30,2,654.881851014471,0,4,19.625,10,65,1,0,Broetchen,Regen
2018-08-21,5,332.175460393024,0,4,19.7875,8,NA,0,0,Kuchen,NA
2013-09-02,3,165.884794599896,0,7,16.575,17,63,0,0,Croissant,Regen
2017-05-24,5,249.8950638071,0,3,17.125,18,0,0,0,Kuchen,NA
2015-06-16,2,349.888222729503,0,7,13.625,14,NA,0,0,Broetchen,NA
2016-07-13,2,441.154248420539,0,6,16.375,6,63,0,0,Broetchen,Regen
2015-02-24,1,105.730056008902,0,7,5.625,12,61,0,0,Brot,Regen
2013-08-10,4,59.9811123644503,0,7,19.3625,12,61,0,0,Konditorei,Regen
2018-11-18,3,237.510272946429,0,7,6.75,14,0,0,0,Croissant,NA
2017-04-29,1,123.277101467222,0,4,7.125,9,61,0,0,Brot,Regen
2017-12-16,4,97.1892500286851,0,1,3.275,10,10,0,0,Konditorei,NA
2017-05-16,4,87.5012817316997,0,7,14.125,8,61,0,0,Konditorei,Regen
2018-08-01,1,155.667074902176,0,0,23.7625,10,0,1,0,Brot,NA
2016-10-01,1,173.938069367793,0,3,15.875,6,NA,0,0,Brot,NA
2016-10-13,4,55.6395261362085,0,6,10.875,15,0,0,0,Konditorei,NA
2018-05-08,4,101.61089470953,0,0,22.3875,14,5,0,0,Konditorei,NA
2017-08-05,4,85.1293179346948,0,4,20.125,12,NA,1,0,Konditorei,NA
2015-09-26,4,71.1253177682758,0,4,15.25,7,21,0,0,Konditorei,NA
2019-05-16,5,362.643473206365,0,7,12.475,15,61,NA,0,Kuchen,Regen
2015-09-17,4,84.5351439454101,0,6,18,12,61,0,0,Konditorei,Regen
2019-05-16,3,162.272158491443,0,7,12.475,15,61,NA,0,Croissant,Regen
2016-08-04,3,294.953956111065,0,6,20.375,11,61,1,0,Croissant,Regen
2014-12-16,3,90.6244258825429,0,8,4.625,12,61,0,0,Croissant,Regen
2017-12-07,4,54.0088391818527,0,8,5.7625,13,61,0,0,Konditorei,Regen
2017-09-09,4,102.169117654378,0,7,15.025,9,61,0,0,Konditorei,Regen
2013-11-22,5,182.217584291959,0,7,5.375,10,21,0,0,Kuchen,NA
2017-02-19,4,161.686427026824,0,7,5.625,8,61,0,0,Konditorei,Regen
2013-12-31,2,586.131309693688,0,4,5.0375,7,NA,1,0,Broetchen,NA
2016-04-23,3,123.22570358776,0,3,8.875,17,21,0,0,Croissant,NA
2015-04-01,3,151.109608356409,0,4,5,24,22,1,0,Croissant,NA
2014-09-13,1,152.497010928097,0,7,17,12,NA,0,0,Brot,NA
2016-04-03,3,166.207053633233,0,7,15.5,5,21,1,0,Croissant,NA
2015-08-13,2,583.360345249005,0,0,20.75,13,0,1,0,Broetchen,NA
2018-07-26,3,339.641098219397,0,0,28.875,12,5,1,0,Croissant,NA
2016-05-10,2,305.219598795191,0,0,20.875,14,NA,0,0,Broetchen,NA
2018-07-14,5,274.125088686032,0,7,17.7625,12,0,1,0,Kuchen,NA
2018-12-18,2,241.038638205569,0,7,5.3125,6,21,0,0,Broetchen,NA
2017-12-05,5,165.220390196023,0,7,8.65,17,21,0,0,Kuchen,NA
2018-11-29,3,78.7310588148895,0,7,3.3,10,61,0,0,Croissant,Regen
2018-10-28,4,98.6219599513267,0,2,5.5875,14,0,0,0,Konditorei,NA
2014-08-01,1,153.966193788182,0,1,26.725,8,NA,1,0,Brot,NA
2019-02-03,1,64.1784269171436,0,1,2.5,9,0,NA,0,Brot,NA
2016-12-29,4,42.6612128486371,0,3,3.75,11,10,1,0,Konditorei,NA
2014-11-22,6,35.0737287217727,0,7,5.75,9,61,0,0,Saisonbrot,Regen
2014-09-16,1,106.657464651771,0,0,20.125,13,NA,0,0,Brot,NA
2016-10-07,4,72.7219032623409,0,7,11.125,15,0,0,0,Konditorei,NA
2013-12-02,3,112.729510161019,0,0,3.0625,4,10,0,0,Croissant,NA
2013-12-27,3,155.11961993256,0,7,5.7625,15,63,1,0,Croissant,Regen
2015-10-15,2,345.970837991214,0,7,10.375,16,61,0,0,Broetchen,Regen
2015-09-14,4,112.727634796859,0,7,17.625,6,63,0,0,Konditorei,Regen
2015-09-16,4,87.542547022515,0,7,15.25,6,61,0,0,Konditorei,Regen
2014-01-29,2,230.305934307389,0,7,-5.05,13,77,0,0,Broetchen,Schnee
2015-05-27,4,59.5507929294823,0,7,12.625,13,61,0,0,Konditorei,Regen
2013-08-26,1,165.829031676714,0,0,20.125,15,5,0,0,Brot,NA
2014-10-30,5,312.493530897156,0,2,10.625,5,10,0,0,Kuchen,NA
2016-10-21,3,157.154195182157,0,6,9.875,10,61,1,0,Croissant,Regen
2013-10-08,2,324.616615610371,0,6,15.1125,8,61,1,0,Broetchen,Regen
2016-08-12,4,82.8057057640178,0,7,18.25,12,61,1,0,Konditorei,Regen
2017-01-27,3,88.9693164758223,0,0,2.142857,7,5,0,0,Croissant,NA
2015-12-01,2,251.710213001089,0,6,6.75,10,21,0,0,Broetchen,NA
2015-10-18,1,23.1084060436499,0,8,11.125,10,61,0,0,Brot,Regen
2013-11-26,3,102.058774564762,0,2,2.3125,6,NA,0,0,Croissant,NA
2013-12-09,2,224.635145960176,0,7,9.2375,10,45,0,0,Broetchen,NA
2016-05-11,4,83.2552768245152,0,0,20.625,15,NA,0,0,Konditorei,NA
2017-04-05,1,98.318686836073,0,5,9.875,18,21,0,0,Brot,NA
2017-11-22,3,77.5914895431634,0,7,10.6125,10,61,0,1,Croissant,Regen
2017-12-20,2,263.813806442959,0,7,6.6375,6,20,0,0,Broetchen,NA
2013-07-31,2,667.842224335937,0,5,20.275,16,65,1,0,Broetchen,Regen
2015-09-27,5,282.790580820186,0,1,15.25,8,NA,0,0,Kuchen,NA
2015-01-07,2,289.568739500106,0,6,5.75,10,61,0,0,Broetchen,Regen
2018-12-13,5,189.763196501523,0,7,2.925,10,61,0,0,Kuchen,Regen
2015-06-11,5,223.06624282412,0,1,16,10,NA,0,0,Kuchen,NA
2019-01-29,3,74.1935039939742,0,6,1.575,7,68,NA,0,Croissant,Regen
2018-11-05,6,47.8414256143623,0,8,10.4125,6,10,0,0,Saisonbrot,NA
2014-04-10,5,296.272579857626,0,7,9.75,4,NA,0,0,Kuchen,NA
2017-03-23,4,70.849572294015,0,4,8.125,11,NA,0,0,Konditorei,NA
2016-07-11,1,143.298039553454,0,6,20,13,21,0,0,Brot,NA
2015-07-03,4,74.2683455483615,0,1,25.625,10,NA,0,0,Konditorei,NA
2015-01-09,1,89.5158553261206,0,6,7.5,25,63,0,0,Brot,Regen
2017-03-18,1,106.208725638613,0,5,6.875,22,21,0,0,Brot,NA
2015-07-09,5,281.697843843677,0,6,14.375,24,61,0,0,Kuchen,Regen
2016-06-27,5,298.562972536535,0,7,19.375,10,61,0,0,Kuchen,Regen
2015-02-16,1,118.255475071685,0,8,2,9,10,0,0,Brot,NA
2015-06-04,3,147.299840903324,0,0,16.375,9,0,0,1,Croissant,NA
2016-11-16,3,93.210451599767,0,7,8.75,11,61,0,1,Croissant,Regen
2017-12-24,2,578.995938801802,0,7,8.1125,16,61,1,0,Broetchen,Regen
2017-12-04,6,117.520022750142,0,2,5.3375,12,NA,0,0,Saisonbrot,NA
2016-07-24,3,257.179272866847,0,0,25.25,10,NA,0,0,Croissant,NA
2017-11-11,5,180.222256933744,0,5,5.2375,8,63,0,0,Kuchen,Regen
2016-12-23,1,189.733379813939,0,7,6.375,9,10,1,0,Brot,NA
2015-09-16,1,133.689772019809,0,7,15.25,6,61,0,0,Brot,Regen
2014-01-02,2,449.418219323415,0,7,6.25,9,63,1,0,Broetchen,Regen
2013-12-30,1,126.58984459848,0,4,4.75,11,10,1,0,Brot,NA
2014-11-01,4,79.5177877444727,0,2,16.5,8,0,0,0,Konditorei,NA
2018-12-06,6,127.189808473664,0,7,6.725,7,61,0,0,Saisonbrot,Regen
2014-06-27,2,595.204307059367,1,4,20.1625,7,95,0,0,Broetchen,Gewitter
2013-10-05,3,225.910066727439,0,7,15.575,8,20,1,0,Croissant,NA
2016-06-25,3,330.478660501536,1,7,18.25,14,95,0,0,Croissant,Gewitter
2015-02-10,2,266.498461599989,0,7,7.625,11,NA,0,0,Broetchen,NA
2013-11-24,1,76.4120061231823,0,0,4.6,16,NA,0,0,Brot,NA
2013-09-27,5,283.206061885802,0,5,13.0125,8,21,0,0,Kuchen,NA
2014-08-24,5,458.285490286472,0,3,16.3125,20,21,0,0,Kuchen,NA
2016-08-16,1,111.26757761232,0,2,19.375,10,NA,1,0,Brot,NA
2014-10-07,2,484.578575879817,0,7,13,10,65,0,0,Broetchen,Regen
2017-06-01,2,326.444731043874,0,0,17.375,12,5,0,0,Broetchen,NA
2019-03-15,5,204.439803582181,0,7,7.4875,25,61,NA,0,Kuchen,Regen
2013-10-26,6,18.5744577876439,0,5,16.775,10,21,0,0,Saisonbrot,NA
2013-07-15,4,99.4935305857439,0,6,18.7375,12,NA,1,0,Konditorei,NA
2017-05-05,1,86.0402504738117,0,7,8.25,15,61,0,0,Brot,Regen
2015-06-10,1,109.672600519434,0,0,18,7,NA,0,0,Brot,NA
2016-09-24,3,147.403447349753,0,0,18.625,6,NA,0,0,Croissant,NA
2015-11-11,2,214.420897950301,0,8,13.625,12,61,0,0,Broetchen,Regen
2018-06-01,4,72.5548403923688,0,0,21.375,12,5,0,0,Konditorei,NA
2018-12-24,4,39.5023634556608,0,7,2.5,10,22,1,0,Konditorei,NA
2014-03-01,5,356.078419246933,0,2,5.075,9,10,0,0,Kuchen,NA
2018-05-14,5,256.374272515731,0,0,18.8875,11,5,0,0,Kuchen,NA
2017-01-30,5,236.006377891823,0,7,2.625,13,61,0,0,Kuchen,Regen
2016-04-11,5,200.384279419303,0,1,10,15,5,0,0,Kuchen,NA
2016-07-31,5,339.536726625866,0,7,17.375,6,61,1,0,Kuchen,Regen
2014-04-03,1,199.334213779063,0,3,7.6125,15,10,0,0,Brot,NA
2015-06-06,5,279.003577524238,0,3,18.5,19,10,0,0,Kuchen,NA
2018-10-03,1,55.3427961821981,0,4,12.2875,18,21,1,0,Brot,NA
2013-09-14,3,230.524249936583,0,5,17.625,10,63,0,0,Croissant,Regen
2014-03-28,2,373.193892353262,0,8,5.4,12,10,0,0,Broetchen,NA
2014-08-23,5,417.463006841929,0,4,15.9875,11,21,1,0,Kuchen,NA
2013-07-22,4,99.3353908053911,0,0,26.1,9,NA,1,0,Konditorei,NA
2014-04-04,1,149.094869799179,0,6,6.45,15,0,0,0,Brot,NA
2015-10-29,1,149.468634696244,0,2,10.5,4,10,1,0,Brot,NA
2013-08-20,1,111.842396126739,0,7,17.775,8,61,0,0,Brot,Regen
2013-10-12,4,85.8339467852549,0,8,13.025,21,63,1,0,Konditorei,Regen
2018-02-06,1,119.719757906946,0,1,-0.8625,5,10,0,0,Brot,NA
2018-04-06,4,76.3658031199746,0,1,9.9875,10,5,1,0,Konditorei,NA
2016-12-06,4,74.8709420444816,0,7,6.25,5,61,0,0,Konditorei,Regen
2014-07-06,3,233.465594390411,0,5,25.2375,6,NA,0,0,Croissant,NA
2014-02-08,1,120.862739831777,0,7,6.2875,12,61,0,0,Brot,Regen
2018-01-23,3,81.7299549683164,0,7,4.6625,7,61,0,0,Croissant,Regen
2018-07-05,1,116.912047862458,0,7,17.5,12,20,0,0,Brot,NA
2015-09-04,2,348.1661813862,0,7,15.625,10,61,0,0,Broetchen,Regen
2018-11-02,4,74.38593820682,0,6,10.675,12,61,0,0,Konditorei,Regen
2017-08-08,2,573.241944463135,0,6,23.0625,8,21,1,0,Broetchen,NA
2016-12-15,1,137.130260969332,0,7,0,8,49,0,0,Brot,NA
2015-05-15,1,147.271258346731,0,6,13.5,9,NA,1,0,Brot,NA
2014-06-19,4,88.1859744107587,0,7,15.2875,19,21,0,1,Konditorei,NA
2014-03-31,4,79.3606414264492,0,7,7.4375,4,45,0,0,Konditorei,NA
2017-04-23,1,54.169922075821,0,4,7.875,20,21,0,0,Brot,NA
2016-05-25,2,275.388396878139,0,7,16.5,6,20,0,0,Broetchen,NA
2016-09-17,3,215.046440523193,0,5,18.875,14,NA,0,0,Croissant,NA
2014-10-18,5,332.713956919627,0,7,15.25,7,21,1,0,Kuchen,NA
2018-09-06,1,169.394619156374,0,0,21.275,11,0,0,0,Brot,NA
2018-06-05,5,246.324696666008,0,0,19.7,10,5,0,0,Kuchen,NA
2016-12-07,6,72.0570080200053,0,7,4.5,10,61,0,0,Saisonbrot,Regen
2017-10-06,5,240.141151489344,0,1,13.8875,13,3,0,0,Kuchen,NA
2014-01-04,1,116.250540066432,0,5,6.9375,11,NA,1,0,Brot,NA
2014-07-23,2,588.604501791308,0,0,25,14,NA,1,0,Broetchen,NA
2016-08-24,2,421.314999974756,0,0,25.375,6,NA,1,0,Broetchen,NA
2016-12-23,5,187.041433421959,0,7,6.375,9,10,1,0,Kuchen,NA
2013-08-23,5,375.317567662845,0,1,22.0375,14,NA,0,0,Kuchen,NA
2013-10-31,2,297.251141804671,0,5,11.1625,13,21,0,1,Broetchen,NA
2014-10-16,1,147.570549356915,0,7,13.5,6,61,1,0,Brot,Regen
2016-07-04,5,240.331730033711,0,6,17.25,10,61,0,0,Kuchen,Regen
2017-08-16,2,469.926063751212,0,3,20.8625,8,0,1,0,Broetchen,NA
2016-08-22,3,138.3366983689,0,7,18.375,10,65,1,0,Croissant,Regen
2014-05-31,2,616.245915538845,0,3,15.9125,15,NA,0,0,Broetchen,NA
2018-01-26,4,71.1908344949541,0,6,5.9625,5,45,0,0,Konditorei,NA
2016-10-22,3,142.628523419571,0,8,8.125,12,61,1,0,Croissant,Regen
2016-09-16,1,82.9657291003825,0,4,22.75,8,0,0,0,Brot,NA
2019-01-17,3,77.5001212728531,0,7,4.1875,15,61,NA,0,Croissant,Regen
2018-01-09,3,82.6143785726371,0,4,3.1625,11,0,0,0,Croissant,NA
2013-09-29,2,503.155199518292,0,3,14.175,12,NA,0,0,Broetchen,NA
2018-07-18,1,137.708586986464,0,3,23.866666,13,0,1,0,Brot,NA
2018-10-09,2,426.741571655812,0,3,15.125,9,0,1,0,Broetchen,NA
2019-03-29,3,154.26968098593,0,5,12.1125,11,21,NA,0,Croissant,NA
2014-07-03,2,417.58250524734,0,7,20.4,9,NA,0,0,Broetchen,NA
2013-09-24,5,261.601833826599,0,8,15.7375,10,NA,0,0,Kuchen,NA
2013-11-04,5,243.480688862574,0,7,6.8375,7,63,0,0,Kuchen,Regen
2018-09-21,3,129.064367836908,0,6,14.957142,16,61,0,0,Croissant,Regen
2017-06-27,4,91.650467989219507,0,3,16.375,9,NA,0,0,Konditorei,NA
2018-05-03,2,286.817443390217,0,1,12.5,14,0,0,0,Broetchen,NA
2016-12-05,3,95.5090556206996,0,7,3,7,NA,0,0,Croissant,NA
2015-04-28,3,124.236952144972,0,3,10.25,13,NA,0,0,Croissant,NA
2016-08-06,2,627.399879345698,0,5,17.5,14,95,1,0,Broetchen,Gewitter
2015-03-26,5,266.972587002293,0,7,7.125,9,0,0,0,Kuchen,NA
2016-05-15,2,522.220037792634,0,6,9.75,12,61,0,1,Broetchen,Regen
2014-01-30,5,264.256585339608,0,7,-4.4875,8,77,0,0,Kuchen,Schnee
2018-09-30,1,44.4865621376794,0,5,13.9625,12,21,0,0,Brot,NA
2019-02-06,3,131.604560180392,0,7,3.6625,11,61,NA,0,Croissant,Regen
2017-07-25,4,81.2695426792517,0,7,16.25,16,63,1,0,Konditorei,Regen
2015-08-12,1,105.910085115263,0,5,19.125,9,21,1,0,Brot,NA
2014-03-22,5,299.753027543412,0,5,8.85,11,63,0,0,Kuchen,Regen
2016-09-09,4,90.352809156542,0,2,21.375,10,0,0,0,Konditorei,NA
2013-09-18,2,327.413713418182,0,4,13.05,9,NA,0,0,Broetchen,NA
2014-12-22,3,121.78829220581,0,7,9.75,21,63,1,0,Croissant,Regen
2013-08-13,2,535.403212817658,0,3,16.4,16,95,0,0,Broetchen,Gewitter
2015-12-13,6,70.2627851668794,0,1,5.25,9,NA,0,0,Saisonbrot,NA
2015-12-12,3,130.376039900417,0,3,6.875,10,61,0,0,Croissant,Regen
2014-12-08,3,85.1221580572805,0,7,3.25,8,61,0,0,Croissant,Regen
2014-11-26,5,262.253249103266,0,3,5.625,8,NA,0,0,Kuchen,NA
2013-10-30,1,121.506077008915,0,6,10.4375,10,61,0,0,Brot,Regen
2014-04-09,3,162.758801105285,0,7,10.1875,20,21,0,0,Croissant,NA
2016-10-12,2,344.070542410265,0,7,9.75,18,63,0,0,Broetchen,Regen
2019-02-07,5,271.262695065891,0,7,6.0375,10,61,NA,0,Kuchen,Regen
2018-02-23,4,89.8807140649128,0,1,0.4375,12,5,0,0,Konditorei,NA
2018-07-31,4,57.1027946933499,0,5,31.2875,11,NA,1,0,Konditorei,NA
2018-02-24,3,129.618921959432,0,6,0.125,15,71,0,0,Croissant,Schnee
2015-05-26,3,143.902124921962,0,6,13,14,21,0,0,Croissant,NA
2014-07-07,4,115.213371214749,0,5,20.8,10,NA,0,0,Konditorei,NA
2014-08-03,1,75.380692980006,0,5,23.0875,9,63,1,0,Brot,Regen
2014-04-29,5,287.361243256404,0,0,18.0875,8,0,1,0,Kuchen,NA
2017-07-15,3,245.417481970711,0,7,18.75,10,21,0,0,Croissant,NA
2013-11-20,4,78.1131998337016,0,6,3.85,6,NA,0,1,Konditorei,NA
2015-08-07,3,323.842230895475,0,4,20,9,63,1,0,Croissant,Regen
2015-11-03,6,36.928264442632,0,7,5.125,4,45,0,0,Saisonbrot,NA
2016-06-08,3,139.4508539836,0,4,18.875,13,NA,0,0,Croissant,NA
2016-03-11,4,84.0911815561759,0,8,3.5,11,NA,0,0,Konditorei,NA
2014-01-24,1,143.164448746188,0,2,-5.1625,13,10,0,0,Brot,NA
2018-09-06,4,78.3589486298052,0,0,21.275,11,0,0,0,Konditorei,NA
2018-09-03,1,171.235294088361,0,2,21.0125,13,21,0,0,Brot,NA
2019-03-08,1,65.2709665626152,0,5,6.8875,26,61,NA,1,Brot,Regen
2017-08-02,3,304.11610963943,0,5,21.375,8,61,1,0,Croissant,Regen
2015-09-08,5,290.365271054862,0,2,17.5,9,0,0,0,Kuchen,NA
2018-12-28,4,73.8168434095991,0,7,7.3125,11,61,1,0,Konditorei,Regen
2016-12-21,4,63.6403905738695,0,6,3.625,10,10,0,0,Konditorei,NA
2016-09-01,2,414.957000694047,0,5,20.25,13,21,1,0,Broetchen,NA
2017-09-09,5,309.96940239757,0,7,15.025,9,61,0,0,Kuchen,Regen
2017-10-30,5,349.552126584613,0,NA,8.1,11,NA,0,0,Kuchen,NA
2017-07-03,1,144.589969427013,0,7,18.625,14,95,0,0,Brot,Gewitter
2017-12-13,1,71.0846835326617,0,7,1.9875,12,69,0,0,Brot,NA
2014-10-31,2,404.579872169049,0,8,12.875,5,10,0,1,Broetchen,NA
2017-10-15,3,200.173958033241,0,2,17.8125,5,28,0,0,Croissant,NA
2018-07-20,1,152.255425827064,0,0,22.775,9,0,1,0,Brot,NA
2015-11-28,3,80.8718088270165,0,2,6.125,11,61,0,0,Croissant,Regen
2016-09-10,2,507.689903698188,0,0,23.875,6,NA,0,0,Broetchen,NA
2016-01-06,1,90.0053108415906,0,0,-3,12,5,1,0,Brot,NA
2014-05-10,1,123.724674602317,0,7,13.275,12,61,0,0,Brot,Regen
2015-01-14,4,70.4651659015092,0,6,3.125,16,71,0,0,Konditorei,Schnee
2015-08-08,3,341.525699924904,0,6,19.125,10,NA,1,0,Croissant,NA
2018-09-19,3,118.381887474628,0,NA,NA,NA,NA,0,0,Croissant,NA
2013-08-18,5,479.499541699925,0,7,18.5875,10,63,0,0,Kuchen,Regen
2017-07-29,4,67.3861469013822,0,5,19.625,11,61,1,0,Konditorei,Regen
2014-04-24,3,167.084247067964,0,8,9.175,11,NA,1,0,Croissant,NA
2018-03-11,2,468.830707314005,0,5,11.475,7,45,0,0,Broetchen,NA
2015-03-19,5,271.632339767702,0,0,10.375,9,0,0,0,Kuchen,NA
2015-01-03,4,74.7193728789218,0,7,4.875,25,69,1,0,Konditorei,NA
2015-03-10,3,130.325454800002,0,3,9.5,13,10,0,0,Croissant,NA
2014-10-23,5,283.177784823415,0,6,13.125,7,0,1,0,Kuchen,NA
2015-01-23,1,130.976061288992,0,8,-1.25,5,20,0,0,Brot,NA
2019-03-12,2,277.871054298519,0,6,5.425,13,61,NA,0,Broetchen,Regen
2014-10-19,1,58.8534096103563,0,7,17.375,13,95,1,0,Brot,Gewitter
2019-01-28,2,217.603104173552,0,8,2.75,5,20,NA,0,Broetchen,NA
2013-09-27,2,337.894647078396,0,5,13.0125,8,21,0,0,Broetchen,NA
2017-11-25,5,173.387868915418,0,7,2.775,5,45,0,0,Kuchen,NA
2013-10-03,3,192.293311340733,0,0,11.7625,12,5,0,0,Croissant,NA
2013-11-09,3,136.287645125254,0,5,7.7,16,63,0,0,Croissant,Regen
2016-02-04,4,212.954763467956,0,5,4.25,12,22,0,0,Konditorei,NA
2018-08-17,4,86.3632994682711,0,7,19.55,9,61,1,0,Konditorei,Regen
2018-07-24,1,157.350119671548,0,0,28.1,10,5,1,0,Brot,NA
2014-07-10,2,531.353706005132,0,0,24.757142,18,0,0,0,Broetchen,NA
2016-11-01,5,239.636644566373,0,6,10.125,12,61,0,0,Kuchen,Regen
2019-03-27,1,122.145028348693,0,8,8.375,14,61,NA,0,Brot,Regen
2015-05-14,4,143.618292078555,0,7,11.25,10,20,0,1,Konditorei,NA
2016-07-11,4,91.077958457133,0,6,20,13,21,0,0,Konditorei,NA
2019-03-18,3,125.144298429591,0,5,6.325,21,61,NA,0,Croissant,Regen
2015-03-28,2,428.350102346051,0,7,8.5,10,NA,0,0,Broetchen,NA
2017-05-21,2,490.732842299275,0,1,18.625,12,NA,0,0,Broetchen,NA
2018-10-15,1,141.611832426378,0,0,20.7875,6,0,1,0,Brot,NA
2018-03-03,4,117.391966771156,0,0,-3.4375,13,5,0,0,Konditorei,NA
2013-10-09,4,101.892689553858,0,7,14.3125,10,21,1,0,Konditorei,NA
2018-12-17,6,86.1903421958907,0,8,0.65,6,20,0,0,Saisonbrot,NA
2016-11-10,2,222.952935466743,0,7,4,8,22,0,0,Broetchen,NA
2017-08-21,3,206.04345319101,0,7,17.2,15,61,1,0,Croissant,Regen
2014-07-14,4,80.7491612883671,0,7,19.45,15,63,1,0,Konditorei,Regen
2015-11-19,2,243.788203213012,0,7,10.125,20,61,0,0,Broetchen,Regen
2015-02-24,2,243.882700841609,0,7,5.625,12,61,0,0,Broetchen,Regen
2017-03-23,5,199.236085328032,0,4,8.125,11,NA,0,0,Kuchen,NA
